stream,year,date,doy,rm_upper,rm_lower,rm_length,redds,survey_type,flow,method
Duckabush River,2011,2011-04-05,95,4.4,2.7,1.7,0,INDX,Medium,FOOT
Duckabush River,2011,2011-04-08,98,2.7,2.3,0.4,0,INDX,Medium,FOOT
Duckabush River,2011,2011-04-13,103,4.4,2.7,1.7,0,INDX,Medium,FOOT
Duckabush River,2011,2011-04-21,111,2.7,2.3,0.4,0,INDX,Medium,FOOT
Duckabush River,2011,2011-04-22,112,2.7,2.3,0.4,0,INDX,Medium,FOOT
Duckabush River,2011,2011-04-28,118,4.4,2.7,1.7,0,INDX,Medium,FOOT
Duckabush River,2011,2011-05-02,122,4.4,2.7,1.7,0,INDX,Medium,FOOT
Duckabush River,2011,2011-05-05,125,6,4.8,1.2,0,INDX,Medium,FOOT
Duckabush River,2011,2011-05-10,130,4.4,2.7,1.7,0,INDX,Medium,FOOT
Duckabush River,2011,2011-05-23,143,6,4.8,1.2,0,INDX,Medium,FOOT
Duckabush River,2011,2011-05-23,143,4.4,2.7,1.7,0,INDX,Medium,FOOT
Duckabush River,2011,2011-06-01,152,6,4.8,1.2,0,INDX,Medium,FOOT
Duckabush River,2011,2011-06-01,152,4.4,2.7,1.7,0,INDX,Medium,FOOT
Little Quilcene River,2011,2011-06-01,152,3,1.8,1.2,0,INDX,Medium,FOOT
Little Quilcene River,2011,2011-06-01,152,4.3,3,1.3,0,INDX,Medium,FOOT
Little Quilcene River,2011,2011-06-01,152,5.4,4.3,1.1,0,INDX,Medium,FOOT
Little Quilcene River,2011,2011-05-24,144,5.4,4.3,1.1,0,INDX,Medium,FOOT
Little Quilcene River,2011,2011-05-24,144,4.3,3,1.3,0,INDX,Medium,FOOT
Little Quilcene River,2011,2011-05-24,144,3,1.8,1.2,0,INDX,Medium,FOOT
Little Quilcene River,2011,2011-05-03,123,3,1.8,1.2,0,INDX,Medium,FOOT
Little Quilcene River,2011,2011-05-03,123,4.3,3,1.3,0,INDX,Medium,FOOT
Little Quilcene River,2011,2011-04-20,110,3,1.8,1.2,0,INDX,Medium,FOOT
Little Quilcene River,2011,2011-04-20,110,4.3,3,1.3,0,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-02-28,59,9,8,1,0,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-02-28,59,0.8,0,0.8,0,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-03-02,61,13.5,10,3.5,0,INDX,Medium,FOOT
Vance Creek (SF Skok trib),2011,2011-03-03,62,1.7,0,1.7,0,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-03-07,66,9,8,1,0,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-03-07,66,0.8,0,0.8,0,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-03-07,66,2.2,0.8,1.4,0,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-03-07,66,5,2.2,2.8,0,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-03-08,67,13.5,10,3.5,0,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-03-08,67,19,13.5,5.5,0,INDX,Medium,FOOT
LeBar Creek (SF Skok trib),2011,2011-03-21,80,0.5,0,0.5,0,SUPP,Medium,FOOT
Browns Creek (SF Skok trib),2011,2011-03-22,81,0.5,0,0.5,0,SUPP,Medium,FOOT
"Skokomish River, SF",2011,2011-03-23,82,13.5,10,3.5,0,INDX,Medium,FOOT
Browns Creek (SF Skok trib),2011,2011-03-28,87,0.5,0,0.5,0,SUPP,Medium,FOOT
LeBar Creek (SF Skok trib),2011,2011-03-29,88,0.5,0,0.5,0,SUPP,Medium,FOOT
Vance Creek (SF Skok trib),2011,2011-03-29,88,1.7,0,1.7,0,INDX,Medium,FOOT
Vance Creek (SF Skok trib),2011,2011-03-29,88,2.9,1.7,1.2,0,INDX,Medium,FOOT
Vance Creek (SF Skok trib),2011,2011-03-29,88,3.5,2.9,0.6,0,INDX,Medium,FOOT
"Skokomish River, NF",2011,2011-03-30,89,12.3,9,3.3,0,INDX,Medium,RAFT
"Skokomish River, SF",2011,2011-07-28,209,19,13.5,5.5,0,INDX,Low,FOOT
Snow Creek,2011,2011-04-08,98,0.8,0,0.8,0,INDX,Medium,FOOT
Big Beef Creek,2011,2011-02-07,38,3.4,0.1,3.3,0,INDX,Medium,FOOT
Big Beef Creek,2011,2011-02-14,45,3.4,0.1,3.3,0,INDX,High,FOOT
Big Beef Creek,2011,2011-02-28,59,3.4,0.1,3.3,0,INDX,Medium,FOOT
Big Beef Creek,2011,2011-03-07,66,3.4,0.1,3.3,0,INDX,Medium,FOOT
Big Beef Creek,2011,2011-03-23,82,3.4,0.1,3.3,0,INDX,Medium,FOOT
Big Beef Creek,2011,2011-03-29,88,3.4,0.1,3.3,0,INDX,Medium,FOOT
Big Beef Creek,2011,2011-02-07,38,5.8,3.4,2.4,0,INDX,Medium,FOOT
Big Beef Creek,2011,2011-02-14,45,5.8,3.4,2.4,0,INDX,High,FOOT
Big Beef Creek,2011,2011-03-07,66,5.8,3.4,2.4,0,INDX,Medium,FOOT
Big Beef Creek,2011,2011-03-23,82,5.8,3.4,2.4,0,INDX,Medium,FOOT
Big Beef Creek,2011,2011-03-29,88,5.8,3.4,2.4,0,INDX,Medium,FOOT
Big Beef Creek,2011,2011-03-07,66,7.7,6.8,0.9,0,SUPP,Medium,FOOT
Big Beef Creek,2011,2011-02-28,59,,,,0,INDX,Medium,FOOT
"Skokomish River, MS",2011,2011-04-19,109,5.8,3.6,2.2,0,INDX,High,RAFT
"Skokomish River, MS",2011,2011-04-19,109,3.6,2.1,1.5,0,INDX,High,RAFT
"Skokomish River, MS",2011,2011-04-27,117,3.6,2.1,1.5,0,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-04,124,5.8,3.6,2.2,0,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-04,124,3.6,2.1,1.5,0,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-11,131,3.6,2.1,1.5,0,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-20,140,5.8,3.6,2.2,0,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-20,140,3.6,2.1,1.5,0,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-27,147,5.8,3.6,2.2,0,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-27,147,3.6,2.1,1.5,0,INDX,High,RAFT
"Skokomish River, MS",2011,2011-06-02,153,5.8,3.6,2.2,0,INDX,Medium,RAFT
"Skokomish River, MS",2011,2011-06-02,153,3.6,2.1,1.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2011,2011-06-15,166,5.8,3.6,2.2,0,INDX,Medium,RAFT
"Skokomish River, MS",2011,2011-06-23,174,5.8,3.6,2.2,0,INDX,Medium,RAFT
"Skokomish River, MS",2011,2011-06-23,174,3.6,2.1,1.5,0,INDX,Medium,RAFT
LeBar Creek (SF Skok trib),2011,2011-03-21,80,0.5,0,0.5,0,SUPP,Medium,FOOT
LeBar Creek (SF Skok trib),2011,2011-03-29,88,0.5,0,0.5,0,SUPP,Medium,FOOT
LeBar Creek (SF Skok trib),2011,2011-04-05,95,0.5,0,0.5,0,SUPP,Medium,FOOT
LeBar Creek (SF Skok trib),2011,2011-04-15,105,0.7,0,0.7,0,SUPP,Medium,FOOT
LeBar Creek (SF Skok trib),2011,2011-05-09,129,0.5,0,0.5,0,SUPP,Medium,FOOT
LeBar Creek (SF Skok trib),2011,2011-07-08,189,0.5,0,0.5,0,SUPP,Low,FOOT
Duckabush River,2011,2011-03-16,75,2.7,2.69,0.01,0,SPOT,High,F&SN
"Skokomish River, SF",2011,2011-03-15,74,0.8,0,0.8,0,SPOT,Flooding,RAFT
"Skokomish River, SF",2011,2011-03-24,83,0.8,0,0.8,0,SPOT,High,RAFT
Duckabush River,2011,2011-03-29,88,1.1,0,1.1,0,INDX,Medium,F&SN
Duckabush River,2011,2011-04-15,105,2.3,1.1,1.2,0,INDX,Low,F&SN
Vance Creek (SF Skok trib),2011,2011-04-12,102,0.1,0,0.1,0,SPOT,High,F&SN
"Skokomish River, SF",2011,2011-04-12,102,0.1,0,0.1,0,SPOT,High,F&SN
"Skokomish River, MS",2011,2011-04-12,102,8,7.9,0.1,0,SPOT,High,RAFT
"Skokomish River, MS",2011,2011-04-27,117,5.8,3.6,2.2,0,INDX,High,RAFT
Little Quilcene River,2011,2011-03-15,74,1.81,1.8,0.01,0,SPOT,Flooding,FOOT
Little Quilcene River,2011,2011-03-25,84,1.81,1.8,0.01,0,SPOT,Flooding,FOOT
Tahuya River,2011,2011-03-14,73,7.51,7.5,0.01,0,SPOT,High,FOOT
Tahuya River,2011,2011-03-08,67,2.61,2.6,0.01,0,SPOT,Medium,FOOT
Tahuya River,2011,2011-03-03,62,2.62,2.6,0.02,0,SPOT,Medium-high,FOOT
Tahuya River,2011,2011-03-21,80,2.61,2.6,0.01,0,SPOT,High,FOOT
Tahuya River,2011,2011-03-23,82,5.01,5,0.01,0,SPOT,Medium-high,FOOT
Union River,2011,2011-03-01,60,0.31,0.3,0.01,0,SPOT,High,FOOT
Union River,2011,2011-03-08,67,0.31,0.3,0.01,0,SPOT,High,FOOT
Union River,2011,2011-03-14,73,0.31,0.3,0.01,0,SPOT,High,FOOT
Union River,2011,2011-03-21,80,0.31,0.3,0.01,0,SPOT,High,FOOT
Union River,2011,2011-03-23,82,0.31,0.3,0.01,0,SPOT,Medium,FOOT
Vance Creek (SF Skok trib),2011,2011-03-14,73,0.01,0,0.01,0,SPOT,High,FOOT
"Skokomish River, SF",2011,2011-03-14,73,0.81,0.8,0.01,0,SPOT,High,FOOT
"Skokomish River, SF",2011,2011-03-31,90,0.01,0,0.01,0,SPOT,High,FOOT
Little Quilcene River,2011,2011-04-13,103,3,1.8,1.2,0,SPOT,Flooding,FOOT
Little Quilcene River,2011,2011-04-13,103,4.3,3,1.3,0,SPOT,Flooding,FOOT
Little Quilcene River,2011,2011-04-13,103,5.4,4.3,1.1,0,SPOT,Flooding,FOOT
Duckabush River,2011,2011-09-22,265,4.4,2.7,1.7,0,SUPP,Low,SNOR
"Skokomish River, MS",2011,2011-04-12,102,8,7.9,0.1,0,SPOT,High,RAFT
"Skokomish River, MS",2011,2011-04-27,117,5.8,3.6,2.2,0,INDX,High,RAFT
"Skokomish River, NF",2011,2011-04-11,101,12.3,9,3.3,1,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-04-18,108,0.8,0,0.8,1,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-04-18,108,2.2,0.8,1.4,1,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-04-18,108,3,2.2,0.8,1,INDX,Medium,FOOT
Browns Creek (SF Skok trib),2011,2011-04-28,118,0.5,0,0.5,1,SUPP,Medium,FOOT
"Skokomish River, SF",2011,2011-05-04,124,9,8,1,1,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-05-04,124,0.8,0,0.8,1,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-05-05,125,7.8,6.8,1,1,SUPP,Medium,FOOT
Browns Creek (SF Skok trib),2011,2011-05-09,129,0.5,0,0.5,1,SUPP,Medium,FOOT
"Skokomish River, NF",2011,2011-05-17,137,12.7,12.3,0.4,1,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-05-24,144,9,8,1,1,INDX,Medium,FOOT
Vance Creek (SF Skok trib),2011,2011-05-24,144,1.7,0,1.7,1,INDX,Medium,FOOT
LeBar Creek (SF Skok trib),2011,2011-05-27,147,0.5,0,0.5,1,SUPP,Medium,FOOT
Browns Creek (SF Skok trib),2011,2011-05-27,147,0.5,0,0.5,1,SUPP,Medium,FOOT
"Skokomish River, SF",2011,2011-06-02,153,7.8,6.8,1,1,SUPP,Medium,FOOT
Vance Creek (SF Skok trib),2011,2011-06-06,157,0.3,0,0.3,1,SUPP,Low,FOOT
"Skokomish River, SF",2011,2011-06-14,165,7.8,6.8,1,1,SUPP,Medium,FOOT
"Skokomish River, SF",2011,2011-06-20,171,19.5,19.5,0,1,SPOT,Medium,FOOT
"Skokomish River, NF",2011,2011-07-06,187,12.3,9,3.3,1,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-07-11,192,5,2.2,2.8,1,INDX,Medium,FOOT
Browns Creek (SF Skok trib),2011,2011-07-08,189,0.5,0,0.5,1,SUPP,Low,FOOT
"Skokomish River, SF",2011,2011-07-13,194,13.5,10,3.5,1,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-07-19,200,9,8,1,1,INDX,Low,FOOT
Duckabush River,2011,2011-03-04,63,2.3,1.1,1.2,1,INDX,Low,F&SN
Duckabush River,2011,2011-03-29,88,2.3,1.1,1.2,1,INDX,Medium,F&SN
Duckabush River,2011,2011-04-06,96,4.4,2.7,1.7,1,INDX,Low,F&SN
Duckabush River,2011,2011-04-06,96,2.7,2.3,0.4,1,INDX,Low,F&SN
Duckabush River,2011,2011-04-15,105,2.7,2.3,0.4,1,INDX,Low,F&SN
Duckabush River,2011,2011-04-21,111,2.3,1.1,1.2,1,INDX,Medium,F&SN
Duckabush River,2011,2011-05-05,125,1.1,0,1.1,1,INDX,Medium,F&SN
"Skokomish River, MS",2011,2011-04-19,109,8,6.3,1.7,1,INDX,High,RAFT
"Skokomish River, MS",2011,2011-04-27,117,8,6.3,1.7,1,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-04,124,6.3,5.8,0.5,1,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-11,131,6.3,5.8,0.5,1,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-11,131,5.8,3.6,2.2,1,INDX,High,RAFT
"Skokomish River, NF",2011,2011-05-20,140,13.3,12.7,0.6,1,INDX,Low,F&SN
"Skokomish River, NF",2011,2011-05-20,140,12.3,9,3.3,1,INDX,Low,RAFT
"Skokomish River, MS",2011,2011-05-20,140,8,6.3,1.7,1,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-20,140,6.3,5.8,0.5,1,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-27,147,8,6.3,1.7,1,INDX,High,RAFT
"Skokomish River, MS",2011,2011-06-02,153,6.3,5.8,0.5,1,INDX,Medium,RAFT
"Skokomish River, MS",2011,2011-06-15,166,8,6.3,1.7,1,INDX,Medium,RAFT
Dewatto River,2011,2011-03-03,62,3,1.8,1.2,1,INDX,Medium,FOOT
Dewatto River,2011,2011-02-07,38,1.8,0.3,1.5,1,INDX,Low,FOOT
Tahuya River,2011,2011-03-25,84,7.5,5,2.5,1,INDX,Medium,FOOT
Tahuya River,2011,2011-03-25,84,5,2.6,2.4,1,INDX,Medium,FOOT
Tahuya River,2011,2011-03-25,84,10,7.5,2.5,1,INDX,Medium,FOOT
Tahuya River,2011,2011-03-31,90,11,10,1,1,INDX,Medium-low,FOOT
Tahuya River,2011,2011-03-31,90,10,7.5,2.5,1,INDX,Medium-low,FOOT
Tahuya River,2011,2011-04-13,103,7.5,5,2.5,1,INDX,Low,FOOT
Tahuya River,2011,2011-04-18,108,5,2.6,2.4,1,INDX,Medium-low,FOOT
Union River,2011,2011-03-30,89,3,1.7,1.3,1,INDX,Medium,FOOT
Union River,2011,2011-04-05,95,1.7,0.3,1.4,1,INDX,Medium,FOOT
Tahuya River,2011,2011-04-26,116,2.6,1,1.6,1,INDX,Low,FOOT
"Skokomish River, MS",2011,2011-06-23,174,8,6.3,1.7,1,INDX,Medium,RAFT
"Skokomish River, MS",2011,2011-06-23,174,6.3,5.8,0.5,1,INDX,Medium,RAFT
Dewatto River,2011,2011-02-08,39,1.8,1.8,0,1,SPOT,Medium,FOOT
Dewatto River,2011,2011-02-10,41,1.8,0.3,1.5,1,INDX,Medium,FOOT
Dewatto River,2011,2011-02-24,55,1.8,0.3,1.5,1,INDX,Medium,FOOT
Dewatto River,2011,2011-04-06,96,2.1,1.8,0.3,1,SPOT,Medium,FOOT
Duckabush River,2011,2011-04-07,97,6,4.8,1.2,1,INDX,Medium,FOOT
Duckabush River,2011,2011-04-13,103,6,4.8,1.2,1,INDX,Medium,FOOT
Duckabush River,2011,2011-04-27,117,6,4.8,1.2,1,INDX,Medium,FOOT
Duckabush River,2011,2011-05-10,130,6,4.8,1.2,1,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-03-23,82,19,13.5,5.5,1,INDX,Medium,FOOT
"Skokomish River, NF",2011,2011-03-30,89,12.7,12.3,0.4,1,INDX,Medium,RAFT
"Skokomish River, SF",2011,2011-07-19,200,0.8,0,0.8,1,INDX,Low,FOOT
"Skokomish River, SF",2011,2011-07-25,206,2.2,0.8,1.4,1,INDX,Low,FOOT
"Skokomish River, SF",2011,2011-07-25,206,5,2.2,2.8,1,INDX,Low,FOOT
"Skokomish River, SF",2011,2011-07-26,207,13.5,10,3.5,1,INDX,Low,FOOT
"Skokomish River, SF",2011,2011-07-29,210,23.5,19,4.5,1,INDX,Low,FOOT
"Skokomish River, MS",2011,2011-04-19,109,8,6.3,1.7,1,INDX,High,RAFT
"Skokomish River, MS",2011,2011-04-27,117,8,6.3,1.7,1,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-04,124,6.3,5.8,0.5,1,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-11,131,5.8,3.6,2.2,1,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-11,131,6.3,5.8,0.5,1,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-20,140,8,6.3,1.7,1,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-20,140,6.3,5.8,0.5,1,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-27,147,8,6.3,1.7,1,INDX,High,RAFT
"Skokomish River, MS",2011,2011-06-02,153,6.3,5.8,0.5,1,INDX,Medium,RAFT
"Skokomish River, MS",2011,2011-06-15,166,8,6.3,1.7,1,INDX,Medium,RAFT
"Skokomish River, MS",2011,2011-06-23,174,8,6.3,1.7,1,INDX,Medium,RAFT
"Skokomish River, MS",2011,2011-06-23,174,6.3,5.8,0.5,1,INDX,Medium,RAFT
LeBar Creek (SF Skok trib),2011,2011-05-27,147,0.5,0,0.5,1,SUPP,Medium,FOOT
Vance Creek (SF Skok trib),2011,2011-04-14,104,2.9,1.7,1.2,2,SUPP,Medium,FOOT
LeBar Creek (SF Skok trib),2011,2011-04-26,116,0.5,0,0.5,2,SUPP,Medium,FOOT
"Skokomish River, NF",2011,2011-05-17,137,13.3,12.7,0.6,2,INDX,Medium,FOOT
"Skokomish River, NF",2011,2011-05-17,137,12.3,11.5,0.8,2,PART,Medium,FOOT
"Skokomish River, SF",2011,2011-05-24,144,2.2,0.8,1.4,2,INDX,Medium,FOOT
Vance Creek (SF Skok trib),2011,2011-06-02,153,7,3.5,3.5,2,SUPP,Medium,FOOT
"Skokomish River, SF",2011,2011-06-27,178,9,8,1,2,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-06-27,178,0.8,0,0.8,2,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-06-28,179,13.5,10,3.5,2,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-07-14,195,23.5,19,4.5,2,INDX,Medium,FOOT
Duckabush River,2011,2011-03-23,82,2.7,2.3,0.4,2,INDX,Medium,F&SN
Duckabush River,2011,2011-03-29,88,4.4,2.7,1.7,2,INDX,Medium,SNOR
Duckabush River,2011,2011-04-15,105,4.4,2.7,1.7,2,INDX,Low,F&SN
Duckabush River,2011,2011-04-15,105,1.1,0,1.1,2,INDX,Low,F&SN
Duckabush River,2011,2011-04-28,118,4.5,2.7,1.8,2,INDX,Medium,F&SN
"Skokomish River, MS",2011,2011-04-19,109,6.3,5.8,0.5,2,INDX,High,RAFT
"Skokomish River, MS",2011,2011-04-27,117,6.3,5.8,0.5,2,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-11,131,8,6.3,1.7,2,INDX,High,RAFT
Little Quilcene River,2011,2011-04-11,101,3,1.8,1.2,2,INDX,Medium,FOOT
Little Quilcene River,2011,2011-04-11,101,1.8,0,1.8,2,INDX,Medium,FOOT
"Skokomish River, MS",2011,2011-05-27,147,6.3,5.8,0.5,2,INDX,High,RAFT
"Skokomish River, MS",2011,2011-06-15,166,6.3,5.8,0.5,2,INDX,Medium,RAFT
Dewatto River,2011,2011-03-29,88,3,1.81,1.19,2,INDX,Low,FOOT
Tahuya River,2011,2011-03-31,90,7.5,5,2.5,2,INDX,Low,FOOT
Tahuya River,2011,2011-04-06,96,7.5,5,2.5,2,INDX,Medium,FOOT
Tahuya River,2011,2011-04-13,103,5,2.6,2.4,2,INDX,Low,FOOT
Union River,2011,2011-04-12,102,3,1.7,1.3,2,INDX,Medium,FOOT
Dewatto River,2011,2011-03-08,67,5.8,4.8,1,2,SUPP,Medium,FOOT
Duckabush River,2011,2011-03-29,88,4.4,2.7,1.7,2,INDX,Medium,FOOT
Duckabush River,2011,2011-05-31,151,2.7,2.3,0.4,2,INDX,Medium,FOOT
"Skokomish River, MS",2011,2011-04-19,109,6.3,5.8,0.5,2,INDX,High,RAFT
"Skokomish River, MS",2011,2011-04-27,117,6.3,5.8,0.5,2,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-11,131,8,6.3,1.7,2,INDX,High,RAFT
"Skokomish River, MS",2011,2011-05-27,147,6.3,5.8,0.5,2,INDX,High,RAFT
"Skokomish River, MS",2011,2011-06-15,166,6.3,5.8,0.5,2,INDX,Medium,RAFT
LeBar Creek (SF Skok trib),2011,2011-04-26,116,0.5,0,0.5,2,SUPP,Medium,FOOT
"Skokomish River, SF",2011,2011-04-20,110,5,3,2,3,INDX,Medium,FOOT
"Skokomish River, NF",2011,2011-04-27,117,12.3,9,3.3,3,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-05-26,146,19,13.5,5.5,3,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-06-03,154,2.2,0.8,1.4,3,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-06-10,161,5,2.2,2.8,3,INDX,Medium,FOOT
LeBar Creek (SF Skok trib),2011,2011-06-14,165,0.5,0,0.5,3,SUPP,Medium,FOOT
"Skokomish River, SF",2011,2011-06-28,179,19,13.5,5.5,3,INDX,Medium,FOOT
Duckabush River,2011,2011-02-25,56,2.7,2.3,0.4,3,INDX,Low,SNOR
Duckabush River,2011,2011-04-06,96,2.3,1.1,1.2,3,INDX,Low,F&SN
Duckabush River,2011,2011-04-21,111,2.7,2.3,0.4,3,INDX,Medium,F&SN
Duckabush River,2011,2011-04-28,118,2.3,1.1,1.2,3,INDX,Medium,F&SN
Duckabush River,2011,2011-05-05,125,4.5,2.7,1.8,3,INDX,Medium,F&SN
Little Quilcene River,2011,2011-04-28,118,1.8,0,1.8,3,INDX,Medium,FOOT
"Skokomish River, MS",2011,2011-06-02,153,8,6.3,1.7,3,INDX,Medium,RAFT
Dewatto River,2011,2011-02-07,38,3,1.8,1.2,3,INDX,Low,FOOT
Dewatto River,2011,2011-03-08,67,3,1.8,1.2,3,INDX,Medium,FOOT
Dewatto River,2011,2011-03-29,88,1.8,0.3,1.5,3,INDX,Low,FOOT
Tahuya River,2011,2011-04-06,96,5,2.6,2.4,3,INDX,Medium,FOOT
Tahuya River,2011,2011-04-06,96,2.6,1,1.6,3,INDX,Medium,FOOT
Union River,2011,2011-04-05,95,3,1.7,1.3,3,INDX,Medium,FOOT
Dewatto River,2011,2011-02-08,39,3,1.8,1.2,3,INDX,Medium,FOOT
Duckabush River,2011,2011-03-23,82,2.7,2.3,0.4,3,INDX,Medium,FOOT
Duckabush River,2011,2011-04-07,97,4.4,2.7,1.7,3,INDX,Medium,FOOT
Little Quilcene River,2011,2011-05-03,123,5.4,4.3,1.1,3,INDX,Medium,FOOT
Hatchery Creek (Duck trib),2011,2011-04-22,112,0.1,0,0.1,3,INDX,Low,FOOT
"Skokomish River, MS",2011,2011-06-02,153,8,6.3,1.7,3,INDX,Medium,RAFT
LeBar Creek (SF Skok trib),2011,2011-06-14,165,0.5,0,0.5,3,SUPP,Medium,FOOT
"Skokomish River, NF",2011,2011-04-11,101,15.6,13.3,2.3,4,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-04-18,108,9,8,1,4,INDX,Medium,FOOT
Vance Creek (SF Skok trib),2011,2011-04-25,115,1.7,0,1.7,4,SUPP,Medium,FOOT
"Skokomish River, SF",2011,2011-05-02,122,2.2,0.8,1.4,4,INDX,Medium,FOOT
Vance Creek (SF Skok trib),2011,2011-05-11,131,1.7,0,1.7,4,SUPP,Medium,FOOT
"Skokomish River, SF",2011,2011-05-17,137,13.5,10,3.5,4,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-05-25,145,23.5,19,4.5,4,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-07-13,194,23.5,19,4.5,4,INDX,Medium,FOOT
"Skokomish River, MS",2011,2011-05-04,124,8,6.3,1.7,4,INDX,High,RAFT
Dewatto River,2011,2011-03-08,67,1.8,0.3,1.5,4,INDX,Medium,FOOT
Dewatto River,2011,2011-04-05,95,3,1.8,1.2,4,INDX,Low,FOOT
Tahuya River,2011,2011-04-07,97,10,7.5,2.5,4,INDX,Low,FOOT
Dewatto River,2011,2011-04-08,98,1.8,0.3,1.5,4,INDX,Medium,FOOT
Big Beef Creek,2011,2011-02-28,59,5.8,3.4,2.4,4,INDX,Medium,FOOT
"Skokomish River, MS",2011,2011-05-04,124,8,6.3,1.7,4,INDX,High,RAFT
Vance Creek (SF Skok trib),2011,2011-04-25,115,2.9,1.7,1.2,5,SUPP,Medium,FOOT
"Skokomish River, SF",2011,2011-06-16,167,19,13.5,5.5,5,INDX,Medium,FOOT
Duckabush River,2011,2011-04-21,111,4.4,2.7,1.7,5,INDX,Medium,F&SN
Tahuya River,2011,2011-04-18,108,2.6,1,1.6,5,INDX,Medium-low,FOOT
Duckabush River,2011,2011-03-23,82,6,4.8,1.2,5,INDX,Medium,F&SN
"Skokomish River, SF",2011,2011-05-02,122,5,2.2,2.8,6,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-06-07,158,23.5,19,4.5,6,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-06-29,180,23.5,19,4.5,6,INDX,Medium,FOOT
Dewatto River,2011,2011-02-18,49,1.8,0.3,1.5,6,INDX,Medium,FOOT
Duckabush River,2011,2011-03-29,88,6,4.8,1.2,6,INDX,Medium,F&SN
"Skokomish River, SF",2011,2011-06-27,178,5,2.2,2.8,7,INDX,Medium,FOOT
"Skokomish River, NF",2011,2011-07-05,186,15.6,13.3,2.3,7,INDX,Medium,FOOT
Dewatto River,2011,2011-02-23,54,1.8,0.3,1.5,7,INDX,Low,FOOT
"Skokomish River, SF",2011,2011-05-19,139,19,13.5,5.5,8,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-05-31,151,13.5,10,3.5,8,INDX,Medium,FOOT
Little Quilcene River,2011,2011-04-20,110,5.4,4.3,1.1,9,INDX,Medium,FOOT
Vance Creek (SF Skok trib),2011,2011-04-21,111,7,3.5,3.5,10,SUPP,Medium,FOOT
"Skokomish River, SF",2011,2011-05-13,133,19,13.5,5.5,10,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-06-17,168,23.5,19,4.5,10,INDX,Medium,FOOT
Dewatto River,2011,2011-04-05,95,1.8,0.3,1.5,10,INDX,Low,FOOT
"Skokomish River, SF",2011,2011-05-04,124,13.5,10,3.5,11,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-05-24,144,5,2.2,2.8,12,INDX,Medium,FOOT
"Skokomish River, SF",2011,2011-06-03,154,5,2.2,2.8,12,INDX,Medium,FOOT
Duckabush River,2011,2011-03-01,60,2.7,2.3,0.4,12,INDX,Medium,FOOT
